doco;dcto;pf_list;mcu_list
27005430;SO;PF0780, PF0781;MI01,MI01
27005431;CO;PF0781, PF0782, PF0783, PF0784, PF0785, PF0786, PF0793, PF0794;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27005432;CS;PF0782, PF0783, PF0784, PF0785, PF0786, PF0793, PF0794;MI01,MI01,MI01,MI01,MI01,MI01,MI01
27005433;SO;PF0783, PF0784, PF0785, PF0786, PF0793, PF0794, PF0798, PF0811, PF0817;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI33
27005434;CO;PF0784, PF0785, PF0786, PF0793, PF0794, PF0798, PF0811, PF0817, PF0827, PF0833, PF0850, PF0853, PF0854, PF0855, PF0870, PF0873, PF0875, PF0876;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27005435;CS;PF0785, PF0786, PF0793, PF0794, PF0798, PF0811, PF0817, PF0827, PF0833, PF0850, PF0853, PF0854, PF0855, PF0870, PF0873, PF0875, PF0876, PF0880, PF0881, PF0882, PF0883, PF0886, PF0888;MI01,MI01,MI01,MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27005436;SO;PF0786, PF0793, PF0794, PF0798, PF0811, PF0817, PF0827, PF0833, PF0850, PF0853, PF0854, PF0855, PF0870, PF0873, PF0875;MI01,MI01,MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27005437;CO;PF0793, PF0794, PF0798, PF0811;MI01,MI01,MI01,MI01
27005438;CS;PF0794, PF0798, PF0811, PF0817;MI01,MI01,MI01,MI33
27005439;SO;PF0798, PF0811, PF0817, PF0827;MI01,MI01,MI33,MI01
27005440;CO;PF0811, PF0817, PF0827, PF0833, PF0850, PF0853, PF0854, PF0855, PF0870, PF0873, PF0875, PF0876;MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27005441;CS;PF0817, PF0827, PF0833, PF0850, PF0853, PF0854, PF0855, PF0870, PF0873, PF0875, PF0876, PF0880, PF0881, PF0882, PF0883, PF0886, PF0888, PF0889, PF0890, PF0891, PF0892, PF0893, PF0895, PF0896, PF0902, PF0905;MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27005442;SO;PF0827, PF0833, PF0850, PF0853;MI01,MI01,MI01,MI01
27005443;CO;PF0833;MI01
27005444;CS;PF0850, PF0853, PF0854, PF0855, PF0870, PF0873, PF0875, PF0876, PF0880, PF0881, PF0882;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27005445;SO;PF0853, PF0854, PF0855, PF0870, PF0873, PF0875, PF0876, PF0880, PF0881, PF0882, PF0883, PF0886, PF0888, PF0889, PF0890, PF0891, PF0892;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27005446;CO;PF0854, PF0855, PF0870, PF0873, PF0875, PF0876, PF0880, PF0881, PF0882, PF0883, PF0886, PF0888, PF0889, PF0890, PF0891, PF0892, PF0893;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27005447;CS;PF0855, PF0870, PF0873, PF0875, PF0876, PF0880, PF0881, PF0882, PF0883, PF0886, PF0888, PF0889, PF0890, PF0891, PF0892, PF0893, PF0895, PF0896, PF0902, PF0905, PF0907, PF0916, PF0931;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27005448;SO;PF0870, PF0873, PF0875, PF0876, PF0880, PF0881, PF0882, PF0883, PF0886, PF0888, PF0889, PF0890, PF0891, PF0892, PF0893, PF0895, PF0896, PF0902, PF0905, PF0907, PF0916, PF0931, PF0939, PF0948, PF0949, PF0952, PF0953;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI33,MI33,MI01,MI01
27005449;CO;PF0873, PF0875, PF0876, PF0880, PF0881, PF0882, PF0883, PF0886, PF0888, PF0889, PF0890, PF0891, PF0892, PF0893, PF0895, PF0896, PF0902, PF0905, PF0907, PF0916, PF0931, PF0939, PF0948, PF0949, PF0952;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI33,MI33,MI01
27005450;CS;PF0875, PF0876, PF0880, PF0881, PF0882, PF0883, PF0886, PF0888, PF0889, PF0890, PF0891, PF0892, PF0893, PF0895, PF0896, PF0902, PF0905, PF0907, PF0916, PF0931, PF0939, PF0948, PF0949, PF0952;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI33,MI33,MI01
27005451;SO;PF0876, PF0880, PF0881, PF0882, PF0883, PF0886, PF0888, PF0889, PF0890, PF0891, PF0892, PF0893, PF0895, PF0896, PF0902, PF0905, PF0907, PF0916, PF0931, PF0939;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27005452;CO;PF0880, PF0881, PF0882, PF0883, PF0886, PF0888, PF0889, PF0890, PF0891, PF0892, PF0893, PF0895, PF0896, PF0902, PF0905, PF0907, PF0916, PF0931, PF0939, PF0948, PF0949, PF0952, PF0953, PF0954, PF0955, PF0956, PF0957, PF0958;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI33,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27005453;CS;PF0881, PF0882, PF0883, PF0886, PF0888, PF0889, PF0890, PF0891, PF0892, PF0893, PF0895, PF0896, PF0902, PF0905, PF0907, PF0916, PF0931, PF0939, PF0948, PF0949;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI33,MI33
27005454;SO;PF0882, PF0883, PF0886;MI01,MI01,MI01
27005455;CO;PF0883, PF0886, PF0888, PF0889, PF0890, PF0891, PF0892, PF0893, PF0895, PF0896, PF0902, PF0905, PF0907, PF0916, PF0931, PF0939, PF0948, PF0949, PF0952, PF0953, PF0954, PF0955, PF0956, PF0957, PF0958, PF0959, PF0960;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI33,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27005456;CS;PF0886, PF0888, PF0889;MI01,MI01,MI01
27005457;SO;PF0888, PF0889, PF0890, PF0891, PF0892, PF0893, PF0895, PF0896, PF0902, PF0905, PF0907, PF0916, PF0931, PF0939, PF0948, PF0949, PF0952, PF0953, PF0954, PF0955, PF0956, PF0957, PF0958, PF0959, PF0960;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI33,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27005458;CO;PF0889;MI01
27005459;CS;PF0890, PF0891, PF0892;MI01,MI01,MI01
27005460;SO;PF0891, PF0892, PF0893, PF0895, PF0896, PF0902, PF0905, PF0907, PF0916, PF0931;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27005461;CO;PF0892, PF0893, PF0895, PF0896, PF0902, PF0905, PF0907, PF0916, PF0931, PF0939;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27005462;CS;PF0893, PF0895, PF0896;MI01,MI01,MI01
27005463;SO;PF0895, PF0896, PF0902, PF0905, PF0907, PF0916, PF0931, PF0939, PF0948, PF0949, PF0952, PF0953, PF0954, PF0955, PF0956, PF0957, PF0958, PF0959, PF0960, PF0961, PF0962, PF0963, PF0977, PF0982;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI33,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27005464;CO;PF0896, PF0902, PF0905, PF0907, PF0916, PF0931, PF0939, PF0948, PF0949, PF0952, PF0953, PF0954, PF0955, PF0956, PF0957, PF0958, PF0959, PF0960, PF0961, PF0962, PF0963;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI33,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27005465;CS;PF0902, PF0905, PF0907, PF0916, PF0931, PF0939, PF0948, PF0949, PF0952, PF0953, PF0954, PF0955, PF0956;MI01,MI01,MI01,MI01,MI01,MI01,MI33,MI33,MI01,MI01,MI01,MI01,MI01
27005466;SO;PF0905, PF0907, PF0916, PF0931, PF0939, PF0948, PF0949, PF0952, PF0953, PF0954, PF0955, PF0956, PF0957, PF0958, PF0959, PF0960, PF0961, PF0962, PF0963, PF0977, PF0982, PF0983, PF0984, PF0985, PF0995, PF0996;MI01,MI01,MI01,MI01,MI01,MI33,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI02
27005467;CO;PF0907, PF0916, PF0931, PF0939, PF0948, PF0949, PF0952, PF0953, PF0954, PF0955, PF0956, PF0957, PF0958, PF0959, PF0960, PF0961;MI01,MI01,MI01,MI01,MI33,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27005468;CS;PF0916, PF0931, PF0939, PF0948, PF0949, PF0952, PF0953, PF0954, PF0955, PF0956, PF0957, PF0958, PF0959, PF0960;MI01,MI01,MI01,MI33,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27005469;SO;PF0931;MI01
27005470;CO;PF0939, PF0948, PF0949, PF0952, PF0953, PF0954, PF0955, PF0956, PF0957, PF0958, PF0959, PF0960, PF0961, PF0962, PF0963, PF0977, PF0982;MI01,MI33,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27005471;CS;PF0948, PF0949, PF0952, PF0953, PF0954, PF0955, PF0956, PF0957, PF0958, PF0959, PF0960, PF0961, PF0962, PF0963, PF0977, PF0982, PF0983, PF0984, PF0985, PF0995, PF0996;MI33,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI02
27005472;SO;PF0949, PF0952, PF0953, PF0954, PF0955, PF0956, PF0957, PF0958, PF0959, PF0960, PF0961, PF0962, PF0963, PF0977, PF0982, PF0983, PF0984, PF0985, PF0995, PF0996, PF0997, PF0999, PF1000, PF1002, PF1003, PF1004, PF1005, PF1006, PF1007, PF1008;MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI02,MI04,MI22,MI40,MI04,MI10,MI22,MI40,MI02,MI33,MI01
27005473;CO;PF0952, PF0953, PF0954, PF0955, PF0956, PF0957, PF0958, PF0959, PF0960, PF0961, PF0962, PF0963, PF0977, PF0982, PF0983, PF0984, PF0985, PF0995, PF0996, PF0997, PF0999, PF1000;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI02,MI04,MI22,MI40
27005474;CS;PF0953, PF0954, PF0955, PF0956, PF0957, PF0958, PF0959, PF0960, PF0961, PF0962, PF0963, PF0977, PF0982, PF0983, PF0984, PF0985, PF0995, PF0996, PF0997, PF0999, PF1000, PF1002, PF1003, PF1004;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI02,MI04,MI22,MI40,MI04,MI10,MI22
27005475;SO;PF0954, PF0955, PF0956, PF0957, PF0958, PF0959, PF0960, PF0961, PF0962, PF0963, PF0977, PF0982, PF0983, PF0984, PF0985;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27005476;CO;PF0955, PF0956, PF0957, PF0958, PF0959, PF0960, PF0961, PF0962, PF0963, PF0977;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27005477;CS;PF0956, PF0957, PF0958, PF0959, PF0960, PF0961, PF0962, PF0963, PF0977, PF0982, PF0983, PF0984;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27005478;SO;PF0957, PF0958, PF0959, PF0960, PF0961, PF0962, PF0963, PF0977, PF0982;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27005479;CO;PF0958, PF0959, PF0960, PF0961, PF0962, PF0963, PF0977, PF0982, PF0983, PF0984;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27005480;CS;PF0959, PF0960, PF0961, PF0962, PF0963, PF0977, PF0982, PF0983, PF0984, PF0985, PF0995, PF0996, PF0997, PF0999, PF1000, PF1002, PF1003, PF1004, PF1005, PF1006, PF1007, PF1008, PF1010, PF1011;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI02,MI04,MI22,MI40,MI04,MI10,MI22,MI40,MI02,MI33,MI01,MI22,MI40
27005481;SO;PF0960, PF0961, PF0962, PF0963, PF0977, PF0982, PF0983, PF0984, PF0985, PF0995, PF0996, PF0997, PF0999;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI02,MI04,MI22
27005482;CO;PF0961, PF0962, PF0963, PF0977, PF0982, PF0983, PF0984, PF0985, PF0995, PF0996, PF0997, PF0999, PF1000, PF1002, PF1003, PF1004, PF1005, PF1006, PF1007, PF1008, PF1010, PF1011, PF1012, PF1013, PF1015, PF1016;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI02,MI04,MI22,MI40,MI04,MI10,MI22,MI40,MI02,MI33,MI01,MI22,MI40,MI10,MI02,MI04,MI40
27005483;CS;PF0962, PF0963, PF0977, PF0982, PF0983, PF0984, PF0985, PF0995, PF0996, PF0997, PF0999, PF1000, PF1002, PF1003, PF1004, PF1005, PF1006, PF1007, PF1008, PF1010, PF1011, PF1012, PF1013, PF1015, PF1016, PF1017, PF1018, PF1019, PF0192;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI02,MI04,MI22,MI40,MI04,MI10,MI22,MI40,MI02,MI33,MI01,MI22,MI40,MI10,MI02,MI04,MI40,MI02,MI10,MI22,MI33
27005484;SO;PF0963, PF0977, PF0982, PF0983;MI01,MI01,MI01,MI01
27005485;CO;PF0977, PF0982, PF0983, PF0984, PF0985, PF0995, PF0996, PF0997, PF0999, PF1000, PF1002, PF1003, PF1004, PF1005, PF1006, PF1007, PF1008, PF1010, PF1011, PF1012, PF1013, PF1015, PF1016, PF1017;MI01,MI01,MI01,MI01,MI01,MI01,MI02,MI04,MI22,MI40,MI04,MI10,MI22,MI40,MI02,MI33,MI01,MI22,MI40,MI10,MI02,MI04,MI40,MI02
27005486;CS;PF0982, PF0983, PF0984, PF0985, PF0995, PF0996, PF0997, PF0999, PF1000, PF1002, PF1003, PF1004, PF1005, PF1006, PF1007, PF1008, PF1010, PF1011, PF1012, PF1013, PF1015, PF1016, PF1017, PF1018, PF1019, PF0192, PF0227, PF0245, PF0288, PF0301;MI01,MI01,MI01,MI01,MI01,MI02,MI04,MI22,MI40,MI04,MI10,MI22,MI40,MI02,MI33,MI01,MI22,MI40,MI10,MI02,MI04,MI40,MI02,MI10,MI22,MI33,MI33,MI01,MI33,MI01
27005487;SO;PF0983, PF0984, PF0985, PF0995, PF0996;MI01,MI01,MI01,MI01,MI02
27005488;CO;PF0984, PF0985, PF0995, PF0996, PF0997, PF0999, PF1000, PF1002, PF1003, PF1004, PF1005, PF1006, PF1007, PF1008;MI01,MI01,MI01,MI02,MI04,MI22,MI40,MI04,MI10,MI22,MI40,MI02,MI33,MI01
27005489;CS;PF0985, PF0995, PF0996, PF0997, PF0999, PF1000, PF1002, PF1003, PF1004, PF1005, PF1006, PF1007;MI01,MI01,MI02,MI04,MI22,MI40,MI04,MI10,MI22,MI40,MI02,MI33
27005490;SO;PF0995, PF0996, PF0997, PF0999, PF1000, PF1002, PF1003, PF1004, PF1005, PF1006, PF1007, PF1008, PF1010, PF1011, PF1012, PF1013, PF1015, PF1016, PF1017, PF1018, PF1019, PF0192, PF0227, PF0245, PF0288;MI01,MI02,MI04,MI22,MI40,MI04,MI10,MI22,MI40,MI02,MI33,MI01,MI22,MI40,MI10,MI02,MI04,MI40,MI02,MI10,MI22,MI33,MI33,MI01,MI33
27005491;CO;PF0996, PF0997, PF0999, PF1000, PF1002, PF1003, PF1004, PF1005, PF1006, PF1007, PF1008, PF1010;MI02,MI04,MI22,MI40,MI04,MI10,MI22,MI40,MI02,MI33,MI01,MI22
27005492;CS;PF0997, PF0999, PF1000, PF1002, PF1003, PF1004, PF1005, PF1006, PF1007, PF1008, PF1010;MI04,MI22,MI40,MI04,MI10,MI22,MI40,MI02,MI33,MI01,MI22
27005493;SO;PF0999, PF1000, PF1002, PF1003, PF1004, PF1005, PF1006, PF1007, PF1008, PF1010, PF1011, PF1012, PF1013, PF1015, PF1016, PF1017, PF1018, PF1019, PF0192, PF0227, PF0245, PF0288, PF0301, PF0308, PF0360, PF0361;MI22,MI40,MI04,MI10,MI22,MI40,MI02,MI33,MI01,MI22,MI40,MI10,MI02,MI04,MI40,MI02,MI10,MI22,MI33,MI33,MI01,MI33,MI01,MI33,MI01,MI01
27005494;CO;PF1000, PF1002, PF1003, PF1004, PF1005, PF1006, PF1007, PF1008, PF1010, PF1011, PF1012, PF1013, PF1015, PF1016, PF1017, PF1018, PF1019, PF0192, PF0227, PF0245, PF0288, PF0301, PF0308, PF0360, PF0361, PF0413;MI40,MI04,MI10,MI22,MI40,MI02,MI33,MI01,MI22,MI40,MI10,MI02,MI04,MI40,MI02,MI10,MI22,MI33,MI33,MI01,MI33,MI01,MI33,MI01,MI01,MI33
27005495;CS;PF1002, PF1003, PF1004, PF1005, PF1006, PF1007, PF1008, PF1010, PF1011, PF1012, PF1013, PF1015, PF1016, PF1017, PF1018, PF1019, PF0192, PF0227, PF0245, PF0288, PF0301, PF0308, PF0360, PF0361, PF0413, PF0415, PF0483, PF0488, PF0524, PF0526;MI04,MI10,MI22,MI40,MI02,MI33,MI01,MI22,MI40,MI10,MI02,MI04,MI40,MI02,MI10,MI22,MI33,MI33,MI01,MI33,MI01,MI33,MI01,MI01,MI33,MI33,MI01,MI33,MI01,MI01
27005496;SO;PF1003, PF1004, PF1005, PF1006, PF1007, PF1008, PF1010, PF1011, PF1012, PF1013, PF1015, PF1016, PF1017, PF1018, PF1019, PF0192, PF0227, PF0245, PF0288, PF0301, PF0308, PF0360, PF0361;MI10,MI22,MI40,MI02,MI33,MI01,MI22,MI40,MI10,MI02,MI04,MI40,MI02,MI10,MI22,MI33,MI33,MI01,MI33,MI01,MI33,MI01,MI01
27005497;CO;PF1004, PF1005, PF1006, PF1007, PF1008, PF1010, PF1011, PF1012, PF1013, PF1015, PF1016, PF1017, PF1018, PF1019, PF0192, PF0227;MI22,MI40,MI02,MI33,MI01,MI22,MI40,MI10,MI02,MI04,MI40,MI02,MI10,MI22,MI33,MI33
27005498;CS;PF1005, PF1006, PF1007, PF1008, PF1010, PF1011, PF1012, PF1013;MI40,MI02,MI33,MI01,MI22,MI40,MI10,MI02
27005499;SO;PF1006, PF1007, PF1008, PF1010, PF1011, PF1012, PF1013, PF1015, PF1016, PF1017, PF1018, PF1019, PF0192, PF0227, PF0245, PF0288;MI02,MI33,MI01,MI22,MI40,MI10,MI02,MI04,MI40,MI02,MI10,MI22,MI33,MI33,MI01,MI33
27005500;CO;PF1007, PF1008, PF1010, PF1011, PF1012, PF1013, PF1015, PF1016, PF1017, PF1018, PF1019, PF0192, PF0227, PF0245, PF0288, PF0301, PF0308, PF0360, PF0361, PF0413, PF0415;MI33,MI01,MI22,MI40,MI10,MI02,MI04,MI40,MI02,MI10,MI22,MI33,MI33,MI01,MI33,MI01,MI33,MI01,MI01,MI33,MI33
27005501;CS;PF1008, PF1010, PF1011, PF1012, PF1013, PF1015, PF1016, PF1017, PF1018, PF1019, PF0192, PF0227;MI01,MI22,MI40,MI10,MI02,MI04,MI40,MI02,MI10,MI22,MI33,MI33
27005502;SO;PF1010, PF1011, PF1012, PF1013, PF1015, PF1016, PF1017, PF1018, PF1019, PF0192, PF0227, PF0245, PF0288, PF0301, PF0308, PF0360;MI22,MI40,MI10,MI02,MI04,MI40,MI02,MI10,MI22,MI33,MI33,MI01,MI33,MI01,MI33,MI01
27005503;CO;PF1011, PF1012, PF1013, PF1015, PF1016, PF1017, PF1018, PF1019, PF0192, PF0227, PF0245, PF0288, PF0301, PF0308, PF0360, PF0361, PF0413, PF0415, PF0483, PF0488, PF0524, PF0526, PF0530, PF0533, PF0582, PF0584, PF0624, PF0686, PF0687;MI40,MI10,MI02,MI04,MI40,MI02,MI10,MI22,MI33,MI33,MI01,MI33,MI01,MI33,MI01,MI01,MI33,MI33,MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27005504;CS;PF1012, PF1013, PF1015, PF1016, PF1017, PF1018, PF1019, PF0192, PF0227, PF0245, PF0288, PF0301, PF0308, PF0360, PF0361, PF0413, PF0415, PF0483, PF0488, PF0524, PF0526, PF0530, PF0533, PF0582, PF0584, PF0624;MI10,MI02,MI04,MI40,MI02,MI10,MI22,MI33,MI33,MI01,MI33,MI01,MI33,MI01,MI01,MI33,MI33,MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27005505;SO;PF1013, PF1015;MI02,MI04
27005506;CO;PF1015, PF1016, PF1017, PF1018, PF1019, PF0192;MI04,MI40,MI02,MI10,MI22,MI33
27005507;CS;PF1016, PF1017, PF1018, PF1019, PF0192, PF0227, PF0245;MI40,MI02,MI10,MI22,MI33,MI33,MI01
27005508;SO;PF1017, PF1018, PF1019, PF0192, PF0227, PF0245, PF0288;MI02,MI10,MI22,MI33,MI33,MI01,MI33
27005509;CO;PF1018, PF1019, PF0192, PF0227, PF0245, PF0288, PF0301, PF0308;MI10,MI22,MI33,MI33,MI01,MI33,MI01,MI33
27005510;CS;PF1019, PF0192, PF0227, PF0245, PF0288, PF0301, PF0308, PF0360, PF0361, PF0413, PF0415, PF0483, PF0488;MI22,MI33,MI33,MI01,MI33,MI01,MI33,MI01,MI01,MI33,MI33,MI01,MI33
27005511;SO;PF0192, PF0227, PF0245, PF0288, PF0301, PF0308, PF0360, PF0361, PF0413, PF0415, PF0483, PF0488, PF0524, PF0526, PF0530;MI33,MI33,MI01,MI33,MI01,MI33,MI01,MI01,MI33,MI33,MI01,MI33,MI01,MI01,MI01
27005512;CO;PF0227, PF0245, PF0288, PF0301, PF0308, PF0360, PF0361, PF0413, PF0415, PF0483, PF0488;MI33,MI01,MI33,MI01,MI33,MI01,MI01,MI33,MI33,MI01,MI33
27005513;CS;PF0245, PF0288, PF0301, PF0308, PF0360, PF0361, PF0413, PF0415, PF0483, PF0488, PF0524, PF0526, PF0530, PF0533, PF0582, PF0584;MI01,MI33,MI01,MI33,MI01,MI01,MI33,MI33,MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI01
27005514;SO;PF0288;MI33
27005515;CO;PF0301, PF0308, PF0360, PF0361, PF0413, PF0415, PF0483, PF0488, PF0524, PF0526, PF0530, PF0533, PF0582, PF0584, PF0624, PF0686, PF0687, PF0702, PF0703, PF0704, PF0705, PF0706, PF0707, PF0719, PF0720, PF0721, PF0722, PF0724, PF0728;MI01,MI33,MI01,MI01,MI33,MI33,MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27005516;CS;PF0308, PF0360, PF0361, PF0413, PF0415, PF0483, PF0488, PF0524, PF0526, PF0530, PF0533, PF0582, PF0584, PF0624, PF0686, PF0687, PF0702, PF0703, PF0704, PF0705, PF0706, PF0707;MI33,MI01,MI01,MI33,MI33,MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27005517;SO;PF0360, PF0361, PF0413, PF0415, PF0483, PF0488, PF0524, PF0526, PF0530, PF0533;MI01,MI01,MI33,MI33,MI01,MI33,MI01,MI01,MI01,MI01
27005518;CO;PF0361, PF0413, PF0415, PF0483, PF0488, PF0524, PF0526, PF0530, PF0533, PF0582, PF0584, PF0624;MI01,MI33,MI33,MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27005519;CS;PF0413, PF0415, PF0483, PF0488, PF0524, PF0526, PF0530, PF0533;MI33,MI33,MI01,MI33,MI01,MI01,MI01,MI01
27005520;SO;PF0415, PF0483, PF0488, PF0524, PF0526, PF0530, PF0533, PF0582, PF0584, PF0624, PF0686, PF0687;MI33,MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27005521;CO;PF0483, PF0488, PF0524;MI01,MI33,MI01
27005522;CS;PF0488, PF0524, PF0526, PF0530, PF0533, PF0582, PF0584, PF0624, PF0686, PF0687, PF0702, PF0703, PF0704, PF0705, PF0706, PF0707, PF0719;MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27005523;SO;PF0524, PF0526, PF0530, PF0533, PF0582, PF0584;MI01,MI01,MI01,MI01,MI01,MI01
27005524;CO;PF0526, PF0530, PF0533, PF0582, PF0584, PF0624, PF0686, PF0687, PF0702, PF0703, PF0704;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27005525;CS;PF0530, PF0533, PF0582, PF0584, PF0624, PF0686, PF0687, PF0702, PF0703, PF0704, PF0705, PF0706, PF0707, PF0719, PF0720;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27005526;SO;PF0533, PF0582, PF0584, PF0624, PF0686, PF0687, PF0702, PF0703, PF0704, PF0705, PF0706, PF0707, PF0719, PF0720, PF0721, PF0722, PF0724, PF0728, PF0756, PF0757, PF0765, PF0766, PF0775, PF0776, PF0777, PF0778, PF0779, PF0780, PF0781, PF0782;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
