doco;dcto;nb_pf;nb_pf_ibstkt_m;sqalph;SDADDJ;SDTRDJ;SDNXTR;error_type
27004170;CS;26;26;SOCIETE UNION DES GROSSISTES TUNIS;;;;INACTIVE_CUSTOMER
27004171;CS;30;30;STE SALAH HAMROUNI COMMERCE EN GROS;;;;INACTIVE_CUSTOMER
27004172;CS;24;24;STE MOHAMED TRABELSI DISTRIBUTION SUD;;;;INACTIVE_CUSTOMER
27004173;CS;13;13;MOHAMED AMINE MARAOUI SFAX 2;;;;INACTIVE_CUSTOMER
27004174;CS;1;1;SOCIETE LACTO DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004175;CS;24;24;STE FRERES AYADI DISTRIBUTION NORD OUEST;;;;INACTIVE_CUSTOMER
27004176;CS;7;7;STE GENERAL DE DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004177;CS;21;21;STE NOUR DISTRIBUTION CENTRALE;;;;INACTIVE_CUSTOMER
27004178;CS;20;20;SOCIETE OMNI COMMERCE ET DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004179;CS;8;8;STE LES FRERES MANSOUR DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004180;CS;9;9;SOCIETE ATLAS LAIT DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004181;CS;29;29;STE KARIM BEN SALAH COMMERCE;;;;INACTIVE_CUSTOMER
27004182;CS;17;17;SOCIETE MEDITERRANEE PRODUITS LAITIERS;;;;INACTIVE_CUSTOMER
27004183;CS;10;10;SOCIETE UNION DES GROSSISTES TUNIS;;;;INACTIVE_CUSTOMER
27004184;CS;7;7;STE SALAH HAMROUNI COMMERCE EN GROS;;;;INACTIVE_CUSTOMER
27004185;CS;8;8;STE MOHAMED TRABELSI DISTRIBUTION SUD;;;;INACTIVE_CUSTOMER
27004186;CS;10;10;MOHAMED AMINE MARAOUI SFAX 2;;;;INACTIVE_CUSTOMER
27004187;CS;23;23;SOCIETE LACTO DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004188;CS;24;24;STE FRERES AYADI DISTRIBUTION NORD OUEST;;;;INACTIVE_CUSTOMER
27004189;CS;16;16;STE GENERAL DE DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004190;CS;14;14;STE NOUR DISTRIBUTION CENTRALE;;;;INACTIVE_CUSTOMER
27004191;CS;8;8;SOCIETE OMNI COMMERCE ET DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004192;CS;8;8;STE LES FRERES MANSOUR DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004193;CS;17;17;SOCIETE ATLAS LAIT DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004194;CS;2;2;STE KARIM BEN SALAH COMMERCE;;;;INACTIVE_CUSTOMER
27004195;CS;26;26;SOCIETE MEDITERRANEE PRODUITS LAITIERS;;;;INACTIVE_CUSTOMER
27004196;CS;28;28;SOCIETE UNION DES GROSSISTES TUNIS;;;;INACTIVE_CUSTOMER
27004197;CS;29;29;STE SALAH HAMROUNI COMMERCE EN GROS;;;;INACTIVE_CUSTOMER
27004198;CS;28;28;STE MOHAMED TRABELSI DISTRIBUTION SUD;;;;INACTIVE_CUSTOMER
27004199;CS;15;15;MOHAMED AMINE MARAOUI SFAX 2;;;;INACTIVE_CUSTOMER
27004200;CS;2;2;SOCIETE LACTO DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004201;CS;9;9;STE FRERES AYADI DISTRIBUTION NORD OUEST;;;;INACTIVE_CUSTOMER
27004202;CS;2;2;STE GENERAL DE DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004203;CS;5;5;STE NOUR DISTRIBUTION CENTRALE;;;;INACTIVE_CUSTOMER
27004204;CS;18;18;SOCIETE OMNI COMMERCE ET DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004205;CS;20;20;STE LES FRERES MANSOUR DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004206;CS;4;4;SOCIETE ATLAS LAIT DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004207;CS;25;25;STE KARIM BEN SALAH COMMERCE;;;;INACTIVE_CUSTOMER
27004208;CS;6;6;SOCIETE MEDITERRANEE PRODUITS LAITIERS;;;;INACTIVE_CUSTOMER
27004209;CS;4;4;SOCIETE UNION DES GROSSISTES TUNIS;;;;INACTIVE_CUSTOMER
27004210;CS;3;3;STE SALAH HAMROUNI COMMERCE EN GROS;;;;INACTIVE_CUSTOMER
27004211;CS;24;24;STE MOHAMED TRABELSI DISTRIBUTION SUD;;;;INACTIVE_CUSTOMER
27004212;CS;6;6;MOHAMED AMINE MARAOUI SFAX 2;;;;INACTIVE_CUSTOMER
27004213;CS;7;7;SOCIETE LACTO DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004214;CS;24;24;STE FRERES AYADI DISTRIBUTION NORD OUEST;;;;INACTIVE_CUSTOMER
27004215;CS;30;30;STE GENERAL DE DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004216;CS;3;3;STE NOUR DISTRIBUTION CENTRALE;;;;INACTIVE_CUSTOMER
27004217;CS;2;2;SOCIETE OMNI COMMERCE ET DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004218;CS;18;18;STE LES FRERES MANSOUR DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004219;CS;5;5;SOCIETE ATLAS LAIT DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004220;CS;26;26;STE KARIM BEN SALAH COMMERCE;;;;INACTIVE_CUSTOMER
27004221;CS;23;23;SOCIETE MEDITERRANEE PRODUITS LAITIERS;;;;INACTIVE_CUSTOMER
27004222;CS;12;12;SOCIETE UNION DES GROSSISTES TUNIS;;;;INACTIVE_CUSTOMER
27004223;CS;12;12;STE SALAH HAMROUNI COMMERCE EN GROS;;;;INACTIVE_CUSTOMER
27004224;CS;23;23;STE MOHAMED TRABELSI DISTRIBUTION SUD;;;;INACTIVE_CUSTOMER
27004225;CS;19;19;MOHAMED AMINE MARAOUI SFAX 2;;;;INACTIVE_CUSTOMER
27004226;CS;19;19;SOCIETE LACTO DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004227;CS;24;24;STE FRERES AYADI DISTRIBUTION NORD OUEST;;;;INACTIVE_CUSTOMER
27004228;CS;28;28;STE GENERAL DE DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004229;CS;9;9;STE NOUR DISTRIBUTION CENTRALE;;;;INACTIVE_CUSTOMER
27004230;CS;18;18;SOCIETE OMNI COMMERCE ET DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004231;CS;28;28;STE LES FRERES MANSOUR DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004232;CS;16;16;SOCIETE ATLAS LAIT DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004233;CS;5;5;STE KARIM BEN SALAH COMMERCE;;;;INACTIVE_CUSTOMER
27004234;CS;23;23;SOCIETE MEDITERRANEE PRODUITS LAITIERS;;;;INACTIVE_CUSTOMER
27004235;CS;1;1;SOCIETE UNION DES GROSSISTES TUNIS;;;;INACTIVE_CUSTOMER
27004236;CS;28;28;STE SALAH HAMROUNI COMMERCE EN GROS;;;;INACTIVE_CUSTOMER
27004237;CS;22;22;STE MOHAMED TRABELSI DISTRIBUTION SUD;;;;INACTIVE_CUSTOMER
27004238;CS;22;22;MOHAMED AMINE MARAOUI SFAX 2;;;;INACTIVE_CUSTOMER
27004239;CS;11;11;SOCIETE LACTO DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004240;CS;23;23;STE FRERES AYADI DISTRIBUTION NORD OUEST;;;;INACTIVE_CUSTOMER
27004241;CS;19;19;STE GENERAL DE DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004242;CS;30;30;STE NOUR DISTRIBUTION CENTRALE;;;;INACTIVE_CUSTOMER
27004243;CS;18;18;SOCIETE OMNI COMMERCE ET DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004244;CS;19;19;STE LES FRERES MANSOUR DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004245;CS;9;9;SOCIETE ATLAS LAIT DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004246;CS;6;6;STE KARIM BEN SALAH COMMERCE;;;;INACTIVE_CUSTOMER
27004247;CS;15;15;SOCIETE MEDITERRANEE PRODUITS LAITIERS;;;;INACTIVE_CUSTOMER
27004248;CS;16;16;SOCIETE UNION DES GROSSISTES TUNIS;;;;INACTIVE_CUSTOMER
27004249;CS;22;22;STE SALAH HAMROUNI COMMERCE EN GROS;;;;INACTIVE_CUSTOMER
27004250;CS;4;4;STE MOHAMED TRABELSI DISTRIBUTION SUD;;;;INACTIVE_CUSTOMER
27004251;CS;13;13;MOHAMED AMINE MARAOUI SFAX 2;;;;INACTIVE_CUSTOMER
27004252;CS;12;12;SOCIETE LACTO DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004253;CS;3;3;STE FRERES AYADI DISTRIBUTION NORD OUEST;;;;INACTIVE_CUSTOMER
27004254;CS;4;4;STE GENERAL DE DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004255;CS;28;28;STE NOUR DISTRIBUTION CENTRALE;;;;INACTIVE_CUSTOMER
27004256;CS;1;1;SOCIETE OMNI COMMERCE ET DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004257;CS;20;20;STE LES FRERES MANSOUR DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004258;CS;19;19;SOCIETE ATLAS LAIT DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004259;CS;13;13;STE KARIM BEN SALAH COMMERCE;;;;INACTIVE_CUSTOMER
27004260;CS;29;29;SOCIETE MEDITERRANEE PRODUITS LAITIERS;;;;INACTIVE_CUSTOMER
27004261;CS;28;28;SOCIETE UNION DES GROSSISTES TUNIS;;;;INACTIVE_CUSTOMER
27004262;CS;19;19;STE SALAH HAMROUNI COMMERCE EN GROS;;;;INACTIVE_CUSTOMER
27004263;CS;1;1;STE MOHAMED TRABELSI DISTRIBUTION SUD;;;;INACTIVE_CUSTOMER
27004264;CS;20;20;MOHAMED AMINE MARAOUI SFAX 2;;;;INACTIVE_CUSTOMER
27004265;CS;7;7;SOCIETE LACTO DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004266;CS;9;9;STE FRERES AYADI DISTRIBUTION NORD OUEST;;;;INACTIVE_CUSTOMER
27004267;CS;1;1;STE GENERAL DE DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004268;CS;30;30;STE NOUR DISTRIBUTION CENTRALE;;;;INACTIVE_CUSTOMER
27004269;CS;22;22;SOCIETE OMNI COMMERCE ET DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004270;CS;7;7;STE LES FRERES MANSOUR DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004271;CS;2;2;SOCIETE ATLAS LAIT DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004272;CS;11;11;STE KARIM BEN SALAH COMMERCE;;;;INACTIVE_CUSTOMER
27004273;CS;3;3;SOCIETE MEDITERRANEE PRODUITS LAITIERS;;;;INACTIVE_CUSTOMER
27004274;CS;27;27;SOCIETE UNION DES GROSSISTES TUNIS;;;;INACTIVE_CUSTOMER
27004275;CS;15;15;STE SALAH HAMROUNI COMMERCE EN GROS;;;;INACTIVE_CUSTOMER
27004276;CS;26;26;STE MOHAMED TRABELSI DISTRIBUTION SUD;;;;INACTIVE_CUSTOMER
27004277;CS;8;8;MOHAMED AMINE MARAOUI SFAX 2;;;;INACTIVE_CUSTOMER
27004278;CS;9;9;SOCIETE LACTO DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004279;CS;17;17;STE FRERES AYADI DISTRIBUTION NORD OUEST;;;;INACTIVE_CUSTOMER
27004280;CS;7;7;STE GENERAL DE DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004281;CS;13;13;STE NOUR DISTRIBUTION CENTRALE;;;;INACTIVE_CUSTOMER
27004282;CS;27;27;SOCIETE OMNI COMMERCE ET DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004283;CS;19;19;STE LES FRERES MANSOUR DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004284;CS;13;13;SOCIETE ATLAS LAIT DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004285;CS;15;15;STE KARIM BEN SALAH COMMERCE;;;;INACTIVE_CUSTOMER
27004286;CS;16;16;SOCIETE MEDITERRANEE PRODUITS LAITIERS;;;;INACTIVE_CUSTOMER
27004287;CS;23;23;SOCIETE UNION DES GROSSISTES TUNIS;;;;INACTIVE_CUSTOMER
27004288;CS;25;25;STE SALAH HAMROUNI COMMERCE EN GROS;;;;INACTIVE_CUSTOMER
27004289;CS;11;11;STE MOHAMED TRABELSI DISTRIBUTION SUD;;;;INACTIVE_CUSTOMER
27004290;CS;8;8;MOHAMED AMINE MARAOUI SFAX 2;;;;INACTIVE_CUSTOMER
27004291;CS;7;7;SOCIETE LACTO DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004292;CS;29;29;STE FRERES AYADI DISTRIBUTION NORD OUEST;;;;INACTIVE_CUSTOMER
27004293;CS;12;12;STE GENERAL DE DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004294;CS;15;15;STE NOUR DISTRIBUTION CENTRALE;;;;INACTIVE_CUSTOMER
27004295;CS;26;26;SOCIETE OMNI COMMERCE ET DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004296;CS;27;27;STE LES FRERES MANSOUR DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004297;CS;16;16;SOCIETE ATLAS LAIT DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004298;CS;17;17;STE KARIM BEN SALAH COMMERCE;;;;INACTIVE_CUSTOMER
27004299;CS;30;30;SOCIETE MEDITERRANEE PRODUITS LAITIERS;;;;INACTIVE_CUSTOMER
27004300;CS;12;12;SOCIETE UNION DES GROSSISTES TUNIS;;;;INACTIVE_CUSTOMER
27004301;CS;18;18;STE SALAH HAMROUNI COMMERCE EN GROS;;;;INACTIVE_CUSTOMER
27004302;CS;1;1;STE MOHAMED TRABELSI DISTRIBUTION SUD;;;;INACTIVE_CUSTOMER
27004303;CS;17;17;MOHAMED AMINE MARAOUI SFAX 2;;;;INACTIVE_CUSTOMER
27004304;CS;21;21;SOCIETE LACTO DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004305;CS;4;4;STE FRERES AYADI DISTRIBUTION NORD OUEST;;;;INACTIVE_CUSTOMER
27004306;CS;21;21;STE GENERAL DE DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004307;CS;24;24;STE NOUR DISTRIBUTION CENTRALE;;;;INACTIVE_CUSTOMER
27004308;CS;6;6;SOCIETE OMNI COMMERCE ET DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004309;CS;26;26;STE LES FRERES MANSOUR DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004310;CS;6;6;SOCIETE ATLAS LAIT DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004311;CS;3;3;STE KARIM BEN SALAH COMMERCE;;;;INACTIVE_CUSTOMER
27004312;CS;18;18;SOCIETE MEDITERRANEE PRODUITS LAITIERS;;;;INACTIVE_CUSTOMER
27004313;CS;8;8;SOCIETE UNION DES GROSSISTES TUNIS;;;;INACTIVE_CUSTOMER
27004314;CS;21;21;STE SALAH HAMROUNI COMMERCE EN GROS;;;;INACTIVE_CUSTOMER
27004315;CS;1;1;STE MOHAMED TRABELSI DISTRIBUTION SUD;;;;INACTIVE_CUSTOMER
27004316;CS;15;15;MOHAMED AMINE MARAOUI SFAX 2;;;;INACTIVE_CUSTOMER
27004317;CS;14;14;SOCIETE LACTO DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004318;CS;30;30;STE FRERES AYADI DISTRIBUTION NORD OUEST;;;;INACTIVE_CUSTOMER
27004319;CS;21;21;STE GENERAL DE DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004320;CS;21;21;STE NOUR DISTRIBUTION CENTRALE;;;;INACTIVE_CUSTOMER
27004321;CS;19;19;SOCIETE OMNI COMMERCE ET DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004322;CS;20;20;STE LES FRERES MANSOUR DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004323;CS;26;26;SOCIETE ATLAS LAIT DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004324;CS;8;8;STE KARIM BEN SALAH COMMERCE;;;;INACTIVE_CUSTOMER
27004325;CS;19;19;SOCIETE MEDITERRANEE PRODUITS LAITIERS;;;;INACTIVE_CUSTOMER
27004326;CS;21;21;SOCIETE UNION DES GROSSISTES TUNIS;;;;INACTIVE_CUSTOMER
27004327;CS;3;3;STE SALAH HAMROUNI COMMERCE EN GROS;;;;INACTIVE_CUSTOMER
27004328;CS;21;21;STE MOHAMED TRABELSI DISTRIBUTION SUD;;;;INACTIVE_CUSTOMER
27004329;CS;26;26;MOHAMED AMINE MARAOUI SFAX 2;;;;INACTIVE_CUSTOMER
27004330;CS;18;18;SOCIETE LACTO DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004331;CS;1;1;STE FRERES AYADI DISTRIBUTION NORD OUEST;;;;INACTIVE_CUSTOMER
27004332;CS;25;25;STE GENERAL DE DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004333;CS;27;27;STE NOUR DISTRIBUTION CENTRALE;;;;INACTIVE_CUSTOMER
27004334;CS;10;10;SOCIETE OMNI COMMERCE ET DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004335;CS;15;15;STE LES FRERES MANSOUR DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004336;CS;26;26;SOCIETE ATLAS LAIT DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004337;CS;29;29;STE KARIM BEN SALAH COMMERCE;;;;INACTIVE_CUSTOMER
27004338;CS;14;14;SOCIETE MEDITERRANEE PRODUITS LAITIERS;;;;INACTIVE_CUSTOMER
27004339;CS;13;13;SOCIETE UNION DES GROSSISTES TUNIS;;;;INACTIVE_CUSTOMER
27004340;CS;5;5;STE SALAH HAMROUNI COMMERCE EN GROS;;;;INACTIVE_CUSTOMER
27004341;CS;9;9;STE MOHAMED TRABELSI DISTRIBUTION SUD;;;;INACTIVE_CUSTOMER
27004342;CS;9;9;MOHAMED AMINE MARAOUI SFAX 2;;;;INACTIVE_CUSTOMER
27004343;CS;6;6;SOCIETE LACTO DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004344;CS;2;2;STE FRERES AYADI DISTRIBUTION NORD OUEST;;;;INACTIVE_CUSTOMER
27004345;CS;25;25;STE GENERAL DE DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004346;CS;16;16;STE NOUR DISTRIBUTION CENTRALE;;;;INACTIVE_CUSTOMER
27004347;CS;2;2;SOCIETE OMNI COMMERCE ET DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004348;CS;21;21;STE LES FRERES MANSOUR DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004349;CS;16;16;SOCIETE ATLAS LAIT DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004350;CS;25;25;STE KARIM BEN SALAH COMMERCE;;;;INACTIVE_CUSTOMER
27004351;CS;17;17;SOCIETE MEDITERRANEE PRODUITS LAITIERS;;;;INACTIVE_CUSTOMER
27004352;CS;25;25;SOCIETE UNION DES GROSSISTES TUNIS;;;;INACTIVE_CUSTOMER
27004353;CS;14;14;STE SALAH HAMROUNI COMMERCE EN GROS;;;;INACTIVE_CUSTOMER
27004354;CS;6;6;STE MOHAMED TRABELSI DISTRIBUTION SUD;;;;INACTIVE_CUSTOMER
27004355;CS;7;7;MOHAMED AMINE MARAOUI SFAX 2;;;;INACTIVE_CUSTOMER
27004356;CS;4;4;SOCIETE LACTO DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004357;CS;8;8;STE FRERES AYADI DISTRIBUTION NORD OUEST;;;;INACTIVE_CUSTOMER
27004358;CS;17;17;STE GENERAL DE DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004359;CS;22;22;STE NOUR DISTRIBUTION CENTRALE;;;;INACTIVE_CUSTOMER
27004360;CS;24;24;SOCIETE OMNI COMMERCE ET DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004361;CS;30;30;STE LES FRERES MANSOUR DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004362;CS;6;6;SOCIETE ATLAS LAIT DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004363;CS;20;20;STE KARIM BEN SALAH COMMERCE;;;;INACTIVE_CUSTOMER
27004364;CS;15;15;SOCIETE MEDITERRANEE PRODUITS LAITIERS;;;;INACTIVE_CUSTOMER
27004365;CS;17;17;SOCIETE UNION DES GROSSISTES TUNIS;;;;INACTIVE_CUSTOMER
27004366;CS;8;8;STE SALAH HAMROUNI COMMERCE EN GROS;;;;INACTIVE_CUSTOMER
27004367;CS;11;11;STE MOHAMED TRABELSI DISTRIBUTION SUD;;;;INACTIVE_CUSTOMER
27004368;CS;28;28;MOHAMED AMINE MARAOUI SFAX 2;;;;INACTIVE_CUSTOMER
27004369;CS;10;10;SOCIETE LACTO DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004370;CS;1;1;STE FRERES AYADI DISTRIBUTION NORD OUEST;;;;INACTIVE_CUSTOMER
27004371;CS;11;11;STE GENERAL DE DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004372;CS;4;4;STE NOUR DISTRIBUTION CENTRALE;;;;INACTIVE_CUSTOMER
27004373;CS;14;14;SOCIETE OMNI COMMERCE ET DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004374;CS;14;14;STE LES FRERES MANSOUR DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004375;CS;5;5;SOCIETE ATLAS LAIT DISTRIBUTION;;;;INACTIVE_CUSTOMER
27004376;CS;27;27;STE KARIM BEN SALAH COMMERCE;;;;INACTIVE_CUSTOMER
27004377;CS;7;7;SOCIETE MEDITERRANEE PRODUITS LAITIERS;;;;INACTIVE_CUSTOMER
27004378;CS;12;12;SOCIETE UNION DES GROSSISTES TUNIS;;;;INACTIVE_CUSTOMER
27004379;CS;20;20;STE SALAH HAMROUNI COMMERCE EN GROS;;;;INACTIVE_CUSTOMER
27004380;CS;7;7;STE MOHAMED TRABELSI DISTRIBUTION SUD;;;;INACTIVE_CUSTOMER
27004381;CO;19;19;ARMES COM;0;125275;620;PROBLEME_DATE_CMD
27004382;CS;6;6;SOCIETE TAHA DISTRIBUTION DE SUD;0;125276;580;PROBLEME_DATE_CMD
27004383;SO;9;9;STE AL AKREM DE COMM ET DISTRI EN GROS;0;125277;620;PROBLEME_DATE_CMD
27004384;CO;26;26;STE BECHIR ETTAIEB DE COMMERCE;0;125278;580;PROBLEME_DATE_CMD
27004385;CS;7;7;SUDMILK;0;125279;620;PROBLEME_DATE_CMD
27004386;SO;18;18;STE HEDI JELASSI DISTRIBUTION NORD;0;125280;580;PROBLEME_DATE_CMD
27004387;CO;18;18;SOCIETE IDEAL DISTRIBUTION SFAX;0;125281;620;PROBLEME_DATE_CMD
27004388;CS;14;14;SOCIETE EL HOUDA DISTRIBUTION;0;125282;580;PROBLEME_DATE_CMD
27004389;SO;30;30;ARMES COM;0;125283;620;PROBLEME_DATE_CMD
27004390;CO;9;9;SOCIETE TAHA DISTRIBUTION DE SUD;0;125284;580;PROBLEME_DATE_CMD
27004391;CS;1;1;STE AL AKREM DE COMM ET DISTRI EN GROS;0;125275;620;PROBLEME_DATE_CMD
27004392;SO;24;24;STE BECHIR ETTAIEB DE COMMERCE;0;125276;580;PROBLEME_DATE_CMD
27004393;CO;25;25;SUDMILK;0;125277;620;PROBLEME_DATE_CMD
27004394;CS;3;3;STE HEDI JELASSI DISTRIBUTION NORD;0;125278;580;PROBLEME_DATE_CMD
27004395;SO;24;24;SOCIETE IDEAL DISTRIBUTION SFAX;0;125279;620;PROBLEME_DATE_CMD
27004396;CO;12;12;SOCIETE EL HOUDA DISTRIBUTION;0;125280;580;PROBLEME_DATE_CMD
27004397;CS;23;23;ARMES COM;0;125281;620;PROBLEME_DATE_CMD
27004398;SO;28;28;SOCIETE TAHA DISTRIBUTION DE SUD;0;125282;580;PROBLEME_DATE_CMD
27004399;CO;12;12;STE AL AKREM DE COMM ET DISTRI EN GROS;0;125283;620;PROBLEME_DATE_CMD
27004400;CS;21;21;STE BECHIR ETTAIEB DE COMMERCE;0;125284;580;PROBLEME_DATE_CMD
27004401;SO;7;7;SUDMILK;0;125275;620;PROBLEME_DATE_CMD
27004402;CO;13;13;STE HEDI JELASSI DISTRIBUTION NORD;0;125276;580;PROBLEME_DATE_CMD
27004403;CS;16;16;SOCIETE IDEAL DISTRIBUTION SFAX;0;125277;620;PROBLEME_DATE_CMD
27004404;SO;27;27;SOCIETE EL HOUDA DISTRIBUTION;0;125278;580;PROBLEME_DATE_CMD
27004405;CO;18;18;ARMES COM;0;125279;620;PROBLEME_DATE_CMD
27004406;CS;8;8;SOCIETE TAHA DISTRIBUTION DE SUD;0;125280;580;PROBLEME_DATE_CMD
27004407;SO;10;10;STE AL AKREM DE COMM ET DISTRI EN GROS;0;125281;620;PROBLEME_DATE_CMD
27004408;CO;28;28;STE BECHIR ETTAIEB DE COMMERCE;0;125282;580;PROBLEME_DATE_CMD
27004409;CS;9;9;SUDMILK;0;125283;620;PROBLEME_DATE_CMD
27004410;SO;4;4;STE HEDI JELASSI DISTRIBUTION NORD;0;125284;580;PROBLEME_DATE_CMD
27004411;CO;1;1;SOCIETE IDEAL DISTRIBUTION SFAX;0;125275;620;PROBLEME_DATE_CMD
27004412;CS;9;9;SOCIETE EL HOUDA DISTRIBUTION;0;125276;580;PROBLEME_DATE_CMD
27004413;SO;25;25;ARMES COM;0;125277;620;PROBLEME_DATE_CMD
27004414;CO;25;25;SOCIETE TAHA DISTRIBUTION DE SUD;0;125278;580;PROBLEME_DATE_CMD
27004415;CS;6;6;STE AL AKREM DE COMM ET DISTRI EN GROS;0;125279;620;PROBLEME_DATE_CMD
27004416;SO;11;11;STE BECHIR ETTAIEB DE COMMERCE;0;125280;580;PROBLEME_DATE_CMD
27004417;CO;16;16;SUDMILK;0;125281;620;PROBLEME_DATE_CMD
27004418;CS;27;27;STE HEDI JELASSI DISTRIBUTION NORD;0;125282;580;PROBLEME_DATE_CMD
27004419;SO;1;1;SOCIETE IDEAL DISTRIBUTION SFAX;0;125283;620;PROBLEME_DATE_CMD
27004420;CO;3;3;SOCIETE EL HOUDA DISTRIBUTION;0;125284;580;PROBLEME_DATE_CMD
27004421;CS;12;12;ARMES COM;0;125275;620;PROBLEME_DATE_CMD
27004422;SO;24;24;SOCIETE TAHA DISTRIBUTION DE SUD;0;125276;580;PROBLEME_DATE_CMD
27004423;CO;1;1;STE AL AKREM DE COMM ET DISTRI EN GROS;0;125277;620;PROBLEME_DATE_CMD
27004424;CS;3;3;STE BECHIR ETTAIEB DE COMMERCE;0;125278;580;PROBLEME_DATE_CMD
27004425;SO;9;9;SUDMILK;0;125279;620;PROBLEME_DATE_CMD
27004426;CO;19;19;STE HEDI JELASSI DISTRIBUTION NORD;0;125280;580;PROBLEME_DATE_CMD
27004427;CS;8;8;SOCIETE IDEAL DISTRIBUTION SFAX;0;125281;620;PROBLEME_DATE_CMD
27004428;SO;25;25;SOCIETE EL HOUDA DISTRIBUTION;0;125282;580;PROBLEME_DATE_CMD
27004429;CO;8;8;ARMES COM;0;125283;620;PROBLEME_DATE_CMD
27004430;CS;27;27;SOCIETE TAHA DISTRIBUTION DE SUD;0;125284;580;PROBLEME_DATE_CMD
27004431;SO;5;5;STE AL AKREM DE COMM ET DISTRI EN GROS;0;125275;620;PROBLEME_DATE_CMD
